"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Upper middle income","UMC","Population, male","SP.POP.TOTL.MA.IN","579646052","582293276","591407365","606429427","621351841","636541405","653463683","670114846","687333697","705501488","724062205","743059446","761331699","779155060","796252851","812264116","827499385","841985626","856536813","871244647","885924231","901359518","917983846","934408628","950386836","966703107","983804075","1001657201","1019603501","1037236381","1054391089","1070636552","1085769245","1100333304","1114158051","1127276115","1140384035","1153470811","1166449080","1178820770","1190797747","1202322144","1213251978","1224008031","1234937117","1245877281","1256408758","1266055814","1276316706","1286820051","1297202876","1307951284","1319893546","1332054283","1343719746","1354885729","1365524329","1376188436","1386182661","1395154491","1402154358","1407060640","1410040311","1412441670","1416095160",
"Uruguay","URY","Population, male","SP.POP.TOTL.MA.IN","1267586","1282739","1297495","1311888","1325651","1338536","1350590","1361635","1371409","1379469","1386050","1391975","1397513","1403033","1409157","1416021","1423732","1431456","1438249","1444001","1448656","1452902","1457669","1463077","1468824","1475030","1482063","1489881","1498167","1506509","1514730","1522861","1530678","1538085","1545354","1552665","1560107","1567670","1574770","1581308","1586632","1589956","1591602","1592117","1592485","1593141","1594294","1596481","1599492","1603078","1607026","1610967","1615239","1620293","1625954","1632047","1638035","1643006","1646166","1647468","1648503","1647432","1644412","1643010","1642560",
"United States","USA","Population, male","SP.POP.TOTL.MA.IN","88695832","90102588","91416307","92653322","93859070","94945835","95949135","96899632","97773669","98640731","99705473","100937328","102040088","103029416","103986059","105026564","106039851","107125167","108281999","109502393","110586585","111745029","112917934","114069531","115181451","116323640","117510694","118664636","119847718","121082775","122612437","124431739","126301170","128113227","129825327","131511301","133185088","134938947","136673231","138413305","140130199","141644460","143032123","144333534","145740143","147151596","148636985","150112450","151591760","152974599","154316891","155655724","157078554","158438102","159862524","161294530","162715186","163988313","165079086","166044067","166757917","166983308","167894446","169236648","170880836",
"Uzbekistan","UZB","Population, male","SP.POP.TOTL.MA.IN","3987392","4144265","4315363","4492176","4672800","4857888","5044782","5232827","5422462","5611212","5794385","5972468","6153148","6340239","6533588","6732932","6937730","7147709","7356482","7561277","7768841","7981957","8201565","8430404","8671942","8927016","9194587","9469682","9742948","10009015","10260424","10516302","10783371","11039882","11282185","11513367","11733222","11938393","12127916","12299960","12456543","12608794","12764288","12920906","13081214","13246440","13419042","13609358","13821283","14047005","14274243","14497574","14721443","14957337","15212241","15481660","15755847","16029110","16311735","16612447","16928447","17264132","17618709","17982214","18343712",
"St. Vincent and the Grenadines","VCT","Population, male","SP.POP.TOTL.MA.IN","39789","40594","41341","42050","42730","43384","44014","44619","45191","45736","46270","46809","47348","47874","48385","48877","49365","49853","50325","50752","51221","51800","52414","53017","53606","54181","54737","55264","55755","56234","56680","57017","57228","57386","57520","57629","57715","57779","57855","58014","58165","58182","58132","58057","57931","57768","57576","57359","57131","56892","56638","56350","56039","55704","55366","55034","54690","54315","53904","53476","53054","52584","52100","51665","51236",
"Venezuela, RB","VEN","Population, male","SP.POP.TOTL.MA.IN","4120475","4267979","4418081","4571363","4728057","4888022","5051432","5218115","5387438","5558689","5732410","5908909","6087861","6269722","6455143","6644908","6839672","7039417","7243566","7451511","7662037","7875143","8091006","8309790","8532097","8757782","8988550","9224065","9461778","9700223","9939326","10178930","10417211","10653658","10888029","11121299","11354787","11589236","11823440","12054870","12282549","12504481","12727310","12951175","13170327","13388125","13601914","13807091","14000234","14182559","14361204","14538290","14712919","14882999","15044704","15195272","15280477","15168915","14780952","14338763","14083715","13972114","13952027","13988508","14033859",
"British Virgin Islands","VGB","Population, male","SP.POP.TOTL.MA.IN","3973","4015","4033","4053","4079","4122","4202","4317","4492","4758","4965","5060","5143","5221","5296","5364","5429","5489","5547","5603","5699","5880","6105","6334","6565","6796","7033","7279","7533","7786","8049","8290","8495","8699","8912","9134","9363","9603","9845","10097","10361","10624","10891","11178","11488","11822","12181","12562","12967","13377","13579","14004","14675","15234","15756","16390","16143","15665","16459","17160","17459","17731","18003","18413","18692",
"Virgin Islands (U.S.)","VIR","Population, male","SP.POP.TOTL.MA.IN","16003","16783","17174","19582","20126","21518","22914","24408","27737","30070","31680","35312","37797","41469","44143","46162","46766","45122","46235","46162","47731","47874","48043","48239","48411","48533","48607","48663","48719","48804","50230","50598","50979","51339","51634","51810","51879","51941","51956","51909","51837","51756","51764","51795","51814","51839","51825","51827","51853","51836","51805","51804","51801","51763","51707","51688","51711","51724","51722","51707","51479","51040","50595","50142","49687",
"Viet Nam","VNM","Population, male","SP.POP.TOTL.MA.IN","16056204","16493339","16930212","17404918","17873679","18328494","18763174","19183351","19580328","19977037","20398958","20861552","21320297","21778391","22251391","22765256","23358405","23987231","24628042","25185735","25729079","26332679","26948162","27593910","28263565","28924627","29545185","30140072","30752338","31390951","32058319","32742445","33417572","34072844","34701261","35294723","35841842","36376457","36920859","37413680","37825064","38200910","38564497","38910001","39248557","39579827","40060783","40724334","41427391","42038253","42542726","43057881","43590825","44138296","44708461","45295954","45915276","46540600","47089693","47563530","48017590","48448495","48821207","49150969","49461399",
"Vanuatu","VUT","Population, male","SP.POP.TOTL.MA.IN","34737","35628","36555","37522","38529","39573","40667","41815","43144","44622","46087","47546","48999","50461","51944","53450","54990","56585","58258","61699","64774","65823","66984","68242","69578","70986","72461","73997","75585","77206","78903","80694","82533","84391","86247","88088","89908","91701","93481","95288","97322","99591","101906","104249","106631","109052","111526","114093","116788","119581","122205","124687","127262","129933","132691","135500","138375","141451","144660","147856","151162","154582","158130","161798","165465",
"World","WLD","Population, male","SP.POP.TOTL.MA.IN","1507691617","1528386756","1555960877","1589727715","1623748268","1657964896","1693276034","1728447069","1764497137","1801852959","1840044614","1879320374","1917705325","1956630420","1995301185","2033167110","2070411989","2107398024","2144978243","2183687982","2223048913","2263383469","2305281157","2347527010","2389574268","2432401927","2476496622","2521908107","2567654136","2613584444","2660382185","2705954034","2750927411","2795688250","2839229989","2882073653","2925308693","2968487096","3011958826","3054874770","3097334130","3139657385","3181444076","3223137332","3265321427","3307463690","3350191178","3393155057","3436732146","3480119498","3522678286","3566313271","3612116575","3657508384","3702248941","3746824392","3790970749","3833837222","3874991662","3915250807","3953249080","3985150843","4019423506","4055949817","4093749402",
"Samoa","WSM","Population, male","SP.POP.TOTL.MA.IN","57637","59217","60851","62527","64191","65835","67482","68890","70049","71186","72293","73368","74406","75414","76962","79090","81129","82517","83333","84092","84812","85509","86080","86489","86819","87129","87468","87812","88049","88144","88163","88214","88614","89278","89919","90561","91251","91931","92551","93187","93862","94592","95193","95584","95906","96180","96451","96885","97478","98088","98747","99486","100277","101065","101847","102608","103328","104097","104953","105832","106693","107521","108319","109072","109794",
"Kosovo","XKX","Population, male","SP.POP.TOTL.MA.IN","496936","510899","524134","537488","551764","567330","584302","602844","615668","622120","628718","639083","653188","667833","683798","701321","720469","741078","763113","786220","810124","831761","850411","869144","888722","908906","929861","952333","970720","983401","994940","1009800","1027565","1044481","1061202","1077785","1093906","1108664","1049579","944456","908136","916363","920086","916536","912545","908019","902960","897404","891561","885590","879571","879711","887594","893526","891268","879235","874027","880938","884139","880202","880833","878702","869746","827670","751228",
"Yemen, Rep.","YEM","Population, male","SP.POP.TOTL.MA.IN","2753528","2812659","2873344","2934066","2999117","3070234","3145616","3225712","3310692","3401964","3496039","3592174","3693992","3801099","3914093","4033839","4160843","4295014","4436646","4588362","4751297","4924493","5107841","5302305","5508750","5727459","5953498","6190486","6440530","6698244","6965811","7242702","7528030","7821087","8119336","8420545","8713129","8999536","9291863","9590209","9894593","10202969","10515032","10833295","11160321","11516600","11903113","12301275","12709692","13129970","13555494","13981410","14418399","14868366","15335223","15808915","16287534","16782377","17279871","17791816","18304570","18809390","19356445","19950332","20558038",
